date,city,mean_rad,temp_max,rad_rolling,temp_rolling
2011-03-26,Agadir,7.516019999999999,23.52,7.6612866666666655,23.06666666666668
2011-03-27,Agadir,7.999980000000001,22.0,7.7747666666666655,22.966666666666683
2011-03-28,Agadir,7.23825,22.37,7.58475,22.630000000000013
2011-03-29,Agadir,7.22633,25.67,7.488186666666666,23.34666666666668
2011-03-30,Agadir,7.92544,27.94,7.463339999999999,25.32666666666668
2011-03-31,Agadir,8.1474,34.14,7.766389999999999,29.25000000000001
2011-04-01,Agadir,7.277399999999999,34.22,7.783413333333332,32.100000000000016
2011-04-02,Agadir,6.75027,29.68,7.39169,32.680000000000014
2011-04-03,Agadir,3.55725,21.31,5.861639999999999,28.403333333333347
2011-04-04,Agadir,7.1756400000000005,25.06,5.827719999999999,25.35000000000001
2011-04-05,Agadir,6.80876,21.95,5.847216666666665,22.773333333333344
2011-04-06,Agadir,5.21864,21.88,6.401013333333332,22.96333333333335
2011-04-07,Agadir,7.936409999999999,31.61,6.654603333333333,25.14666666666668
2011-04-08,Agadir,7.89607,28.92,7.017039999999999,27.470000000000013
2011-04-09,Agadir,6.83732,28.37,7.556599999999999,29.63333333333335
2011-04-10,Agadir,7.973520000000001,28.86,7.56897,28.716666666666683
2011-04-11,Agadir,7.338360000000001,25.42,7.383066666666667,27.55000000000001
2011-04-12,Agadir,6.88555,26.97,7.399143333333334,27.083333333333343
2011-04-13,Agadir,7.699859999999999,31.06,7.307923333333332,27.81666666666668
2011-04-14,Agadir,7.657100000000001,31.23,7.414169999999999,29.753333333333345
2011-04-15,Agadir,7.61838,27.4,7.658446666666666,29.89666666666668
2011-04-16,Agadir,6.45787,20.89,7.24445,26.50666666666668
2011-04-17,Agadir,7.90266,28.94,7.326303333333333,25.74333333333335
2011-04-18,Agadir,7.82654,24.61,7.395689999999999,24.81333333333335
2011-04-19,Agadir,7.92178,24.47,7.883659999999999,26.00666666666668
2011-04-20,Agadir,7.898020000000001,22.66,7.882113333333333,23.913333333333345
2011-04-21,Agadir,6.99035,19.4,7.603383333333333,22.17666666666668
2011-04-22,Agadir,7.83512,19.74,7.574496666666666,20.60000000000001
2011-04-23,Agadir,6.12583,18.38,6.983766666666665,19.173333333333343
2011-04-24,Agadir,7.91869,23.2,7.293213333333333,20.44000000000001
2011-04-25,Agadir,7.95707,23.63,7.333863333333333,21.73666666666668
2011-04-26,Agadir,7.63521,24.04,7.836989999999999,23.62333333333335
2011-04-27,Agadir,7.35444,21.92,7.648906666666666,23.196666666666683
2011-04-28,Agadir,7.42921,20.67,7.472953333333333,22.21000000000002
2011-04-29,Agadir,6.3596900000000005,18.33,7.04778,20.306666666666683
2011-04-30,Agadir,5.69853,18.77,6.495809999999999,19.25666666666668
2011-05-01,Agadir,2.18769,15.78,4.748636666666666,17.62666666666668
2011-05-02,Agadir,5.6131400000000005,16.93,4.499786666666666,17.160000000000014
2011-05-03,Agadir,6.768269999999999,20.38,4.856366666666666,17.696666666666683
2011-05-04,Agadir,7.552119999999999,21.22,6.64451,19.510000000000016
2011-05-05,Agadir,5.9747200000000005,21.95,6.765036666666666,21.183333333333348
2011-05-06,Agadir,5.24001,21.09,6.255616666666666,21.420000000000016
2011-05-07,Agadir,7.830550000000001,23.76,6.348426666666666,22.26666666666668
2011-05-08,Agadir,7.65117,24.29,6.907243333333333,23.04666666666668
2011-05-09,Agadir,5.158939999999999,26.67,6.88022,24.90666666666668
2011-05-10,Agadir,7.46572,31.09,6.75861,27.35000000000001
2011-05-11,Agadir,2.03596,33.66,4.886873333333333,30.473333333333347
2011-05-12,Agadir,5.53747,30.04,5.01305,31.59666666666668
2011-05-13,Agadir,7.50744,32.74,5.026956666666666,32.146666666666675
2011-05-14,Agadir,7.28644,33.36,6.777116666666667,32.04666666666668
2011-05-15,Agadir,5.06493,33.58,6.619603333333333,33.22666666666668
2011-05-16,Agadir,2.57652,30.56,4.9759633333333335,32.50000000000001
2011-05-17,Agadir,4.5034,31.07,4.048283333333333,31.73666666666668
2011-05-18,Agadir,5.27794,24.01,4.1192866666666665,28.54666666666668
2011-05-19,Agadir,7.67422,23.19,5.81852,26.09000000000001
2011-05-20,Agadir,7.06559,24.01,6.672583333333333,23.73666666666668
2011-05-21,Agadir,7.54957,27.74,7.429793333333333,24.98000000000001
2011-05-22,Agadir,7.47792,30.22,7.36436,27.32333333333335
2011-05-23,Agadir,7.457979999999999,35.5,7.495156666666666,31.153333333333347
2011-05-24,Agadir,7.22712,35.45,7.387673333333332,33.72333333333335
2011-05-25,Agadir,2.94552,34.33,5.876873333333332,35.09333333333335
2011-05-26,Agadir,2.0260700000000003,29.45,4.066236666666666,33.07666666666668
2011-05-27,Agadir,5.22368,26.19,3.398423333333333,29.990000000000013
2011-05-28,Agadir,7.04878,25.2,4.7661766666666665,26.946666666666683
2011-05-29,Agadir,7.56888,25.99,6.613779999999999,25.793333333333347
2011-05-30,Agadir,7.46891,26.24,7.362189999999999,25.810000000000013
2011-05-31,Agadir,7.669659999999999,27.81,7.56915,26.68000000000001
2011-06-01,Agadir,7.539140000000001,26.57,7.559236666666666,26.873333333333346
2011-06-02,Agadir,7.33515,26.62,7.51465,27.00000000000001
2011-06-03,Agadir,5.29123,27.69,6.721839999999999,26.96000000000002
2011-06-04,Agadir,4.35253,24.21,5.659636666666667,26.173333333333343
2011-06-05,Agadir,5.95464,24.47,5.199466666666666,25.45666666666668
